District Name,Mandal Name,Village Name
Vizianagaram,Badangi,G S R PURAM,Jaggunaidu tank
Vizianagaram,Badangi,G S R PURAM,Yendudora Tank
Vizianagaram,Badangi,G. Kothapalli,Kotha Tank
Vizianagaram,Badangi,G.Konduru,Dandupatruni Tank
Vizianagaram,Badangi,G.Moolapalem,bariki banda
Vizianagaram,Badangi,G.Musalayya Peta,Govinda
Vizianagaram,Badangi,G.P.Agraharam,Pudi tank
Vizianagaram,Badangi,G.P.Agraharam,Chavaka Tank
Vizianagaram,Badangi,G.P.Agraharam,Purri Banda
Vizianagaram,Badangi,G.P.Agraharam,Jagguvani Tank
Vizianagaram,Badangi,G.PEDAPUDI,Raavi Tank
Vizianagaram,Badangi,G.PEDAPUDI,Seera Tank
Vizianagaram,Badangi,G.RAGAMPETA,Koyyanna Tank
Vizianagaram,Badangi,G.RAGAMPETA,Yeti banda
Vizianagaram,Badangi,G.RAGAMPETA,Chinta banda
Vizianagaram,Badangi,G.RAGAMPETA,Visanna banda
Vizianagaram,Badangi,G.RAGAMPETA,surya banda
Vizianagaram,Badangi,G.RAGAMPETA,Kamma banda
Vizianagaram,Badangi,G.RAGAMPETA,Chakava banda
Vizianagaram,Badangi,G.RAGAMPETA,Peddi tank
Vizianagaram,Badangi,G.RAGAMPETA,Kaki tank
Vizianagaram,Badangi,G.S.Puram,Yellamma tank
Vizianagaram,Badangi,G.S.Puram,Mondi banda
Vizianagaram,Badangi,G.S.Puram,Patha tank
Vizianagaram,Badangi,G.S.Puram,Chakali banda
Vizianagaram,Badangi,G.S.Puram,Bandinayuni tank
Vizianagaram,Badangi,G.Vemavaram,Chavaka Tank
Vizianagaram,Badangi,G.Vemavaram,Boddalamma tank
Vizianagaram,Badangi,G.Vemavaram,Kurma sagaram
Vizianagaram,Badangi,G.Vemavaram,Korla tank
Vizianagaram,Badangi,G.Vemavaram,Raminaidu tank
Vizianagaram,Badangi,G.Yerrampalem,Kotha tank
Vizianagaram,Badangi,gadaba valasa,Tamminaidu tank
Vizianagaram,Badangi,gadaba valasa,Ravvavani tank
Vizianagaram,Balijipeta,Gadabaplaem,Vallabharayudu tank
Vizianagaram,Balijipeta,Gaddakancharam,Mallamma Banda
Vizianagaram,Balijipeta,Gaddakancharam,Pedda Tank
Vizianagaram,Balijipeta,Gaddakancharam,Kummaribanda
Vizianagaram,Balijipeta,Gaddakancharam,Neredukarra Tank
Vizianagaram,Balijipeta,Gaddakancharam,Pedda Tank
Vizianagaram,Balijipeta,Gaddakancharam,Bootha Banda
Vizianagaram,Balijipeta,Gaddakancharam,Vootatank
Vizianagaram,Balijipeta,Gadimoga,Chintala Tank
Vizianagaram,Balijipeta,Gadimoga,Gangunaidu Tank
Vizianagaram,Balijipeta,Gadimoga,Kummi naidu tank
Vizianagaram,Balijipeta,Gadimoga,Komatitank
Vizianagaram,Balijipeta,gadisingapuram,Mamidibanda
Vizianagaram,Balijipeta,gadisingpuram,Gangulu Tank
Vizianagaram,Balijipeta,Gadurai,Vakada Banda
Vizianagaram,Balijipeta,gajarayanivalasa,Jagannadha
Vizianagaram,Balijipeta,Gajarayanivalasa,Marribanda
Vizianagaram,Balijipeta,Gajarayanivalasa,Ramappa Tank
Vizianagaram,Balijipeta,Gajarayanivalasa,Yenkamma Tank
Vizianagaram,Balijipeta,Gajarayanivalasa,Bogulabanda
Vizianagaram,Balijipeta,Gajarayanivalasa,Telukuvani
Vizianagaram,Balijipeta,Gajjanapudi,Akkipuni
Vizianagaram,Balijipeta,Gajjanapudi,Dattivani
Vizianagaram,Balijipeta,Gajjanapudi,Demuduband
Vizianagaram,Balijipeta,Gajularega,Bhogavani
Vizianagaram,Balijipeta,Gajularega,Siddanthap
Vizianagaram,Balijipeta,gajularega,Yerravani
Vizianagaram,Balijipeta,Gajularega,Kothatank
Vizianagaram,Balijipeta,Galanapalli,Gundamma
Vizianagaram,Balijipeta,ganagannapadu,Sriharinaidu Tank
Vizianagaram,Balijipeta,Gandigunta,chinnareddi bandha
Vizianagaram,Balijipeta,Gandigunta,godiya bandha
Vizianagaram,Balijipeta,Gandigunta,golla vani tank
Vizianagaram,Balijipeta,Gandigunta,jaggada bandha
Vizianagaram,Balijipeta,Gandigunta,nadimintidu bandha
Vizianagaram,Balijipeta,Gandredu gudem,pachi tank
Vizianagaram,Balijipeta,GANGACHOLAPENTA,chapavani banda
Vizianagaram,Balijipeta,GANGACHOLAPENTA,sigatapu banda
Vizianagaram,Balijipeta,GANGACHOLAPENTA,budodu banda
Vizianagaram,Balijipeta,GANGACHOLAPENTA,arnipalivani tank
Vizianagaram,Balijipeta,GANGACHOLAPENTA,punu banda
Vizianagaram,Balijipeta,GANGACHOLAPENTA,manimamidi banda
Vizianagaram,Balijipeta,GANGACHOLAPENTA,yerrukulavani tank
Vizianagaram,Balijipeta,GANGACHOLAPENTA,pasuvula koneru
Vizianagaram,Balijipeta,GANGACHOLAPENTA,Raja Cheruvu
Vizianagaram,Balijipeta,Gangampeta,Chinnakota cheruvu
Vizianagaram,Balijipeta,Gangampeta,Nerala cheruvu
Vizianagaram,Balijipeta,Ganganngudem,Kummarivalasa koneru
Vizianagaram,Balijipeta,Ganganngudem,Sirinaidu cheruvu
Vizianagaram,Balijipeta,Ganganngudem,Soma sagaram
Vizianagaram,Balijipeta,Ganganngudem,Korla cheruvu
Vizianagaram,Balijipeta,Ganganngudem,Lala cheruvu
Vizianagaram,Balijipeta,Ganganngudem,Kurmayya Cheruvu
Vizianagaram,Balijipeta,Ganganngudem,Bagamma Tank
Vizianagaram,Balijipeta,Ganganngudem,Vutavani Banda
Vizianagaram,Balijipeta,Ganganngudem,Yema Banda
Vizianagaram,Balijipeta,Ganganngudem,Kothatank
Vizianagaram,Balijipeta,Ganghavaram,Gangammata
Vizianagaram,Balijipeta,Gangivalasa,Vandalavani Tank
Vizianagaram,Balijipeta,Gangivalasa,muthi banda
Vizianagaram,Therlam,Gangivalasa,Chintala tank
Vizianagaram,Therlam,Gangivalasa,Venkataramana tank
Vizianagaram,Therlam,Gangivalasa,Gurramma tank
Vizianagaram,Therlam,Gangivalasa,Chowdari tank
Vizianagaram,Therlam,Ganguru,ayyavari cheruvu
Vizianagaram,Therlam,Ganicherla,suramma cheruvu
Vizianagaram,Therlam,Ganicherla,Ampillivani Cheruvu
Vizianagaram,Therlam,ganisetti palem,Ayyanna Banda
Vizianagaram,Therlam,Gara,Mangali banda
Vizianagaram,Therlam,Gara,Kothacheruvu
Vizianagaram,Therlam,Gara,Talla banda
Vizianagaram,Therlam,Gara,Asara banda
Vizianagaram,Therlam,Gara,Koneru
Vizianagaram,Therlam,Garikipalem,Mallinaidu cheruvu
Vizianagaram,Therlam,Garikipalem,Laxminaidu cheruvu
Vizianagaram,Therlam,GARIKIPETA,Appalanaidu cheruvu
Vizianagaram,Therlam,GARIKIPETA,Venkanna cheruvu
Vizianagaram,Therlam,GARIKIPETA,Pata cheruvu
Vizianagaram,Therlam,GARIKIPETA,Perantam cheruvu
Vizianagaram,Therlam,GARIKIPETA,Madava vani cheruvu
Vizianagaram,Therlam,GARIKIPETA,Narisingapuram cheruvu
Vizianagaram,Therlam,GARIKIPETA,Jagga sagaram
Vizianagaram,Therlam,GARIKIPETA,Appanna tank
Vizianagaram,Therlam,GARIKIPETA,Baddi tank
Vizianagaram,Therlam,GARIKIPETA,Yerra tank
Vizianagaram,Therlam,GARIKIVALASA,Sitamma tank
Vizianagaram,Therlam,GARIKIVALASA,Diguva tank
Vizianagaram,Therlam,GARIKIVALASA,Raju tank
Vizianagaram,Therlam,GARIKIVALASA,pinna tank
Vizianagaram,Therlam,GARIKIVALASA,Mala tank
Vizianagaram,Therlam,GARIKIVALASA,Kondedu tank
Vizianagaram,Therlam,GARIKIVALASA,Gadi tank
Vizianagaram,Therlam,GARIKIVALASA,Darma koneru
Vizianagaram,Therlam,Garisapudi,Lala cheruvu
Vizianagaram,Therlam,Garisapudi,Barri cheruvu
Vizianagaram,Therlam,Garisapudi,Amarapu cheruvu
Vizianagaram,Therlam,Garisapudi,Kotta cheruvu
Vizianagaram,Therlam,GARUDABELLI,Sarinaka cheruvu
Vizianagaram,Therlam,GARUDABELLI,Rajamma banda
Vizianagaram,Therlam,GARUDABELLI,Teligi banda
Vizianagaram,Therlam,GARUDABELLI,Yerra banda
Vizianagaram,Therlam,GARUDABELLI,Talla cheruvu
Vizianagaram,Therlam,GARUDABELLI,Edubilli banda
Vizianagaram,Therlam,GARUDABELLI,Landavani banda
Vizianagaram,Therlam,Gathalavalasa,chavaka cheruvu
Vizianagaram,Therlam,Gathalavalasa,kundram banda
Vizianagaram,Therlam,Gathalavalasa,bramhmana cheruvu
Vizianagaram,Therlam,Gathalavalasa,buragani banda
Vizianagaram,Therlam,Gathalavalasa,ravvi banda
Vizianagaram,Therlam,Gathalavalasa,yegireddy cheruvu
Vizianagaram,Therlam,Gathalavalasa,Kotta Banda
Vizianagaram,Therlam,Gathalavalasa,Veerappa Cheruvu
Vizianagaram,Therlam,Gathalavalasa,battu banda
Vizianagaram,Therlam,Gathalavalasa,chappavani tank
Vizianagaram,Therlam,Gathalavalasa,chakalivani cheruvu
Vizianagaram,Therlam,Gathalavalasa,chittipuvani cheruvu
Vizianagaram,Therlam,Gathalavalasa,dasiri banda
Vizianagaram,Therlam,Gathalavalasa,jaggucheruvu
Vizianagaram,Therlam,Gavarovaram,atchamma banda
Vizianagaram,Therlam,Gavarovaram,gedda cheruvu
Vizianagaram,Therlam,Gavarovaram,jagalabanda
Vizianagaram,Therlam,Gavarovaram,mamidipakavani cheruvu
Vizianagaram,Therlam,Gavarovaram,mudadla banda
Vizianagaram,Therlam,Gavarovaram,poonu banda
Vizianagaram,Therlam,Gavarovaram,surapu cheruvu
Vizianagaram,Therlam,Gavarovaram,yedlapatimamidapaka cheruvu
Vizianagaram,Therlam,gavrempeta,patnanavani cheruvu
Vizianagaram,Therlam,gavrempeta,ayyavari cheruvu
Vizianagaram,Therlam,GEDALAPAERU,gottapuvani cheruvu
Vizianagaram,Therlam,Geddanapalli,pedda tank
Vizianagaram,Therlam,Geddanapalli,Aguru Banda
Vizianagaram,Therlam,Geddanapalli,Chakali Cheruvu
Vizianagaram,Therlam,Geddanapalli,Chandra Sagaram
Vizianagaram,Therlam,Geddanapalli,Chintavani Cheruvu
Vizianagaram,Therlam,Geddanapalli,Kagapuvani Cheruvu
Vizianagaram,Therlam,geddapu valasa,Kakarala Cheruvu
Vizianagaram,Therlam,geddapuvalasa,Kotha Cheruvu
Vizianagaram,Therlam,geddapuvalasa,Koyyanavani Cheruvu
Vizianagaram,Therlam,geddapuvalasa,Mandanna Cheruvu
Vizianagaram,Therlam,geddatiruwada,komati cheruvu
Vizianagaram,Therlam,Geethanapalli,koneru cheruvu
Vizianagaram,Therlam,Geethanapalli,samuntula cheruvu
Vizianagaram,Therlam,Ghantasala palem,badri tank
Vizianagaram,Therlam,Ghantasala palem,gedda punu
Vizianagaram,Therlam,Ghantasala palem,godi banda
Vizianagaram,Therlam,Ghantasala palem,kundambanda
Vizianagaram,Therlam,Ghantasala palem,kuna sagaram
Vizianagaram,Therlam,Ghantasala palem,magalapunu
Vizianagaram,Therlam,Ginjarthi,balaramayya banda
Vizianagaram,Therlam,Ginnepalli,booktavani cheruvu
Vizianagaram,Therlam,Girivanipalem,jaggam cheruvu
Vizianagaram,Therlam,Gittupalli,jagganna cheruvu
Vizianagaram,Therlam,Gittupalli,kittayyacheruvu
Vizianagaram,Therlam,Gittupalli,papayya cheruvu
Vizianagaram,Therlam,Gittupalli,ranma sagaram
Vizianagaram,Therlam,Gittupalli,bellanvani cheruvu
Vizianagaram,Therlam,Gittupalli,bellanavani punu
Vizianagaram,Therlam,GITTUPALLI,bethavani tank
Vizianagaram,Therlam,GITTUPALLI,bethavani tank
Vizianagaram,Therlam,GITTUPALLI,bethavani gedda punu
Vizianagaram,Therlam,GITTUPALLI,gottuvani tank
Vizianagaram,Therlam,GITTUPALLI,bogi banda
Vizianagaram,Therlam,GITTUPALLI,bogada banda
Vizianagaram,Therlam,GITTUPALLI,burayya banda
Vizianagaram,Therlam,GITTUPALLI,chakali cheruvu
Vizianagaram,Therlam,GLLAPADU,gongada cheruvu
Vizianagaram,Therlam,Glpuram,joggayya cheruvu
Vizianagaram,Therlam,GLPURAM,krishanambatla cheruvu
Vizianagaram,Therlam,GN puram,mukkuvani cheruvu
Vizianagaram,Therlam,Godavaru,Jammidi cheruvu
Vizianagaram,Therlam,Godavaru,Kalamrajucheruvu
Vizianagaram,Therlam,Godavaru,Mangalavani Cheruvu
Vizianagaram,Therlam,Goddetipalem,Muppalavani Cheruvu
Vizianagaram,Therlam,Goddetipalem,Punubanda
Vizianagaram,Therlam,Goddetipalem,Sabbivani Cheruvu
Vizianagaram,Therlam,goddupalem,Somaraju Banda
Vizianagaram,Therlam,Godithippa,nacharamma cheruvu
Vizianagaram,Therlam,Godithippa,nadimintivani cheruvu
Vizianagaram,Therlam,Godithippa,nagarappu banda
Vizianagaram,Therlam,godiyada,panuku cheruuvu
Vizianagaram,Therlam,godiyada,raminaidu cheruvu
Vizianagaram,Therlam,godiyada,thummala cheruvu
Vizianagaram,Therlam,godiyada,vepa cheruvuu
Vizianagaram,Therlam,godiyada,appanacheruvu
Vizianagaram,Therlam,GODUKOMMU,lingayya cheruvu
Vizianagaram,Therlam,Goginenivari palem,mamidibanda
Vizianagaram,Therlam,Goginenivari palem,mangali banda
Vizianagaram,Therlam,Goginenivari palem,pala banda
Vizianagaram,Therlam,Gogubaka,panuku cheruvu
Vizianagaram,Therlam,Gogullanka,sivarampatruni cheruvu
Vizianagaram,Therlam,Gogullanka,yethavani cheruvu
Vizianagaram,Therlam,Gogunnamatham,chittipallivani cheruvu
Vizianagaram,Therlam,Gogunnamatham,chinnala cheruvu
Vizianagaram,Therlam,GOKARANAPURAM,mariserla banda
Vizianagaram,Therlam,Gokarnapalli,timmayya cheruvu
Vizianagaram,Therlam,GOLGAM,komaticheruvu
Vizianagaram,Therlam,Golladhi,sallivani banda
Vizianagaram,Therlam,Golladhi,thamayyacheruvu
Vizianagaram,Gajapathinagaram,Golladhi,venkatapatiraju tank
Vizianagaram,Gajapathinagaram,Golladhi,ramasagaram
Vizianagaram,Gajapathinagaram,Gollala Mamidada,Subba sagaram
Vizianagaram,Gajapathinagaram,gollapalli,NELLASAGAR
Vizianagaram,Gajapathinagaram,gollapalli,VIJAYARAMA
Vizianagaram,Gajapathinagaram,GOLLAPALLI,YEDDADAVAN
Vizianagaram,Gajapathinagaram,GOLLAPALLI,Pedda tank
Vizianagaram,Gajapathinagaram,GOLLAPALLI,Geddavani tank
Vizianagaram,Gajapathinagaram,GOLLAPALLI,Chintala tank
Vizianagaram,Gajapathinagaram,Gollapalli,Guravala tank
Vizianagaram,Gajapathinagaram,Gollapalli,Tanubuddivani tank
Vizianagaram,Gajapathinagaram,Gollapalli,AKKUNAIDU
Vizianagaram,Gajapathinagaram,Gollapeta,SUBBANNA
Vizianagaram,Gajapathinagaram,Gollapeta,LENKAVANI
Vizianagaram,Gajapathinagaram,Gollapeta,Lingala tank
Vizianagaram,Gajapathinagaram,Gollapeta,Sitamma tank
Vizianagaram,Gajapathinagaram,Gollapeta,THAMMAYYA
Vizianagaram,Gajapathinagaram,Gollapeta,Kandi tank
Vizianagaram,Gajapathinagaram,Gollaprolu,Mangali tank
Vizianagaram,Gajapathinagaram,Gollaprolu,Bodda banda
Vizianagaram,Gajapathinagaram,Gollaprolu,Kotha tank
Vizianagaram,Gajapathinagaram,Gollupalem,Lanka banda
Vizianagaram,Gajapathinagaram,Gollupalem,NALLABANDA
Vizianagaram,Gajapathinagaram,Gollupalem,URDUDARI
Vizianagaram,Gajapathinagaram,Gollupalem,OLLIVAGEDD
Vizianagaram,Gajapathinagaram,Gollupalem,KOTHACHERU
Vizianagaram,Gajapathinagaram,Gollupalem,URUDARI
Vizianagaram,Gajapathinagaram,Golzam,UMACHERUVU
Vizianagaram,Gajapathinagaram,Golzam,POTTACHERU
Vizianagaram,Gajapathinagaram,GOLZAM,KOMMUNU VE
Vizianagaram,Gajapathinagaram,GOLZAM,MANGALIBAN
Vizianagaram,Gajapathinagaram,GOLZAM,RAMANNAPAT
Vizianagaram,Gajapathinagaram,Gondivalasa,TELUKALIPO
Vizianagaram,Gajapathinagaram,Gondivalasa,RAYAPURAJU
Vizianagaram,Gajapathinagaram,Gongadavalasa,MADUGULABA
Vizianagaram,Gajapathinagaram,Gopalapalii,MAJJIVANI
Vizianagaram,Gajapathinagaram,Gopalapalli,JONNADA BA
Vizianagaram,Gajapathinagaram,gopalapalli,LANKAVANI
Vizianagaram,Gajapathinagaram,Gopalapalli,YEGUVAKARA
Vizianagaram,Gajapathinagaram,gopalarayudu,YERAKAMMA
Vizianagaram,Gajapathinagaram,Gopalarayudu peta,GADDIMAYYA
Vizianagaram,Gajapathinagaram,Gopannapalem,KOMATICHER
Vizianagaram,Gajapathinagaram,Gopannapalem,SENAPATHI
Vizianagaram,Gajapathinagaram,Gopannapalem,SITASAGARA
Vizianagaram,Gajapathinagaram,Gopinatha patnam,BONUDEENAR
Vizianagaram,Gajapathinagaram,Gopoavaram,NEELA BANDA
Vizianagaram,Gajapathinagaram,Gopuvaanipalem,SEETANNA KONERU
Vizianagaram,Gajapathinagaram,Gopuvaanipalem,LINGALA CHERUVU
Vizianagaram,Gajapathinagaram,Gorapalli,BONIVANI CHERUVU
Vizianagaram,Gajapathinagaram,Gorapalli,ANNAMMA CHERUVU
Vizianagaram,Gajapathinagaram,Gorint,GURU NAIDU CHERUVU
Vizianagaram,Gajapathinagaram,Gottipalli,G R K CHER
Vizianagaram,Gajapathinagaram,Gottipalli,RAMAKOTHA
Vizianagaram,Gajapathinagaram,GOTTIPALLI,KOTHABANDA
Vizianagaram,Gajapathinagaram,GOTTIPALLI,VARRIVENKA
Vizianagaram,Gajapathinagaram,GOTTIPALLI,PEDDABANDA
Vizianagaram,Gajapathinagaram,GOTTIPALLI,VENKANNA
Vizianagaram,Gajapathinagaram,Gottipalli,PATHAKONER
Vizianagaram,Gajapathinagaram,Gottipalli,LAXMIPATHI
Vizianagaram,Gajapathinagaram,gottivaalsa,KITTAYYA
Vizianagaram,Gajapathinagaram,gottivalasa,KURMASAGAR
Vizianagaram,Gajapathinagaram,gottivalasa,KESARIBAND
Vizianagaram,Gajapathinagaram,gottivalasa,PADMANABHA
Vizianagaram,Gajapathinagaram,gottivalasa,MUKKIDAVARAPU VENKATA CHERUVU
Vizianagaram,Gajapathinagaram,gottivalasa,AGURU BANDA
Vizianagaram,Gajapathinagaram,GOVINDHAPURAM,MALLUBANDA
Vizianagaram,Gajapathinagaram,GOVINDHAPURAM,GOLLABANDA
Vizianagaram,Gajapathinagaram,GOVINDHAPURAM,APPANNABAN
Vizianagaram,Gajapathinagaram,gowrampete,KOPPALABAN
Vizianagaram,Gajapathinagaram,Gowridevipeta,KUMMARI
Vizianagaram,Gajapathinagaram,Guchimi,KAMSALIBAN
Vizianagaram,Gajapathinagaram,Guchimi,TORUVENGAL
Vizianagaram,Gajapathinagaram,GUDARI,NAIDUBANDA
Vizianagaram,Gajapathinagaram,GUDARI,KOTHABANDA
Vizianagaram,Bondapalle,GUDEPULAVSA,Grandiraju tank
Vizianagaram,Bondapalle,GUDEPUVALSA,Chaki tank
Vizianagaram,Bondapalle,GUDEPUVALSA,Ayuvuvani tank
Vizianagaram,Bondapalle,GUDEPUVALSA,Raju tank 
Vizianagaram,Bondapalle,GUDEPUVALSA,KOTHACHERU
Vizianagaram,Bondapalle,GUDEPUVALSA,KRISHANAMC
Vizianagaram,Bondapalle,GUDEPUVALSA,MOLUBANDA
Vizianagaram,Bondapalle,GUDEPUVALSA,PINNAMRAJU
Vizianagaram,Bondapalle,GUDEPUVALSA,SUREDDIVAN
Vizianagaram,Bondapalle,GUDEPUVALSA,VEPABANDA
Vizianagaram,Bondapalle,GUDEPUVALSA,GRAJU TANK
Vizianagaram,Bondapalle,GUDEPUVLSA,AYYAVARITA
Vizianagaram,Bondapalle,GUDEPUVLSA,AKKINIPALL
Vizianagaram,Bondapalle,Gudumallput,Krishnaraj
Vizianagaram,Bondapalle,Gudur,Joginaidu
Vizianagaram,Bondapalle,Gudur,Meraka
Vizianagaram,Bondapalle,Gudur,Peri Raju
Vizianagaram,Bondapalle,Gudur,Vepabanda
Vizianagaram,Bondapalle,Gudur,Jagganna tank
Vizianagaram,Bondapalle,Gudur,Gangasagar
Vizianagaram,Bondapalle,Gudur,Meesala
Vizianagaram,Bondapalle,Gudur,Tammiraju
Vizianagaram,Bondapalle,guggili ,Kakathilla banda
Vizianagaram,Bondapalle,Gujjvai,Simhadriva
Vizianagaram,Bondapalle,Gullalamoda,Cheri tank
Vizianagaram,Bondapalle,GULLALAPADU,Pedda tank
Vizianagaram,Bondapalle,Gullapadu,Nalla tank
Vizianagaram,Bondapalle,Gullaseetharampuram,TAMMAYYA TANK
Vizianagaram,Bondapalle,Gulumuru,Gopala tank
Vizianagaram,Bondapalle,Gulumuru,Tamminaidu tank
Vizianagaram,Bondapalle,Gulumuru,Kotha tank
Vizianagaram,Bondapalle,Gulumuru,Erisetti tank
Vizianagaram,Bondapalle,Gulumuru,Bhusetti tank
Vizianagaram,Bondapalle,Gulumuru,Kanchara tank
Vizianagaram,Bondapalle,Gulumuru,Komati tank
Vizianagaram,Bondapalle,Gummadam,Chapa banda
Vizianagaram,Bondapalle,Gummalapadu,Bariki tan
Vizianagaram,Bondapalle,Gummalladoddi,Chinthala
Vizianagaram,Bondapalle,Gummapadu,ANKAMMA TA
Vizianagaram,Bondapalle,Gunabadra,NAGOJIBAND
Vizianagaram,Bondapalle,Gunabadra,BUDAGAVANI
Vizianagaram,Bondapalle,Gunabadra,BARIKIBAND
Vizianagaram,Bondapalle,Gunabadra,CHAKALITAN
Vizianagaram,Bondapalle,gunnanupuram,REVU BANDA
Vizianagaram,Bondapalle,Guntupalli,KORLAVANIT
Vizianagaram,Bondapalle,Guntupalli,MALLAYYATA
Vizianagaram,Bondapalle,Guntupalli,MALLAPURAJ
Vizianagaram,Bondapalle,Guntupalli,SOMULUTANK
Vizianagaram,Bondapalle,Guntupalli,KONABANDA
Vizianagaram,Bondapalle,Guntupalli,KOMATICHER
Vizianagaram,Bondapalle,Guntupalli,KAMSALIBAN
Vizianagaram,Bondapalle,Guntupalli,MAVUDI TAN
Vizianagaram,Bondapalle,Guntupalli,AMADALABA
Vizianagaram,Bondapalle,Guntupalli,BODIBANDA
Vizianagaram,Bondapalle,Guntupalli,BARIKIBAND
Vizianagaram,Bondapalle,Guntupalli,BV TANK
Vizianagaram,Bondapalle,Guntupalli,Jaggutank
Vizianagaram,Bondapalle,Guntupalli,Kamayya
Vizianagaram,Bondapalle,Guntupalli,Lakshmi ra
Vizianagaram,Bondapalle,Guntupalli,VAsavivani
Vizianagaram,Bondapalle,Guntupalli,Suranna
Vizianagaram,Bondapalle,Guntupalli,Tamminaidu
Vizianagaram,Bondapalle,Guntupalli,Vasadhi
Vizianagaram,Bondapalle,Guntupalli,vasireddi tank
Vizianagaram,Bondapalle,Guntupalli,Kaparapuvani tank
Vizianagaram,Bondapalle,Guntupalli,Gummadi
Vizianagaram,Bondapalle,gunupurupeta,Varrivani
Vizianagaram,Bondapalle,Gurajada,KANNAMNAID
Vizianagaram,Bondapalle,Gurajada,KORLA TANK
Vizianagaram,Bondapalle,Gurajada,KOTHABANDA
Vizianagaram,Bondapalle,gurammavalasa,NALLIBANDA
Vizianagaram,Bondapalle,gurammavalasa,RAVALLABAN
Vizianagaram,Bondapalle,gurammavalasa,TIWABANDA
Vizianagaram,Bondapalle,gurammavalasa,VENKATA TANK
Vizianagaram,Bondapalle,gurammavalasa,YERRABANDA
Vizianagaram,Bondapalle,Gurampalem,Chintabanda
Vizianagaram,Bondapalle,Gurampalem,Gollavani
Vizianagaram,Bondapalle,Gurampalem,Mangala banda
Vizianagaram,Bondapalle,Gurampalem,Kenguva
Vizianagaram,Bondapalle,Gurampalem,Kasu tank
Vizianagaram,Bondapalle,Guranda ,Noothula
Vizianagaram,Bondapalle,Gurandarapalem,REddy band
Vizianagaram,Bondapalle,Gurandarapalem,Vootla Banda
Vizianagaram,Bondapalle,gurla thammirajupeta,MUSIKIBAND
Vizianagaram,Bondapalle,gurlathammi rajupeta,Amudalaban
Vizianagaram,Bondapalle,gurlathammirajupeta,Ambativani
Vizianagaram,Bondapalle,gurlathammirajupeta,Chintada
Vizianagaram,Bondapalle,gurlathammirajupeta,Kollavani
Vizianagaram,Bondapalle,gurlathammirajupeta,Gundam
Vizianagaram,Bondapalle,GURRALAPALEM,Geddapuni tank
Vizianagaram,Bondapalle,GURRALAPALEM,Gunesettivani tank
Vizianagaram,Bondapalle,GURRALAPALEM,Injam
Vizianagaram,Bondapalle,GURRALAPALEM,Jaggapatru
Vizianagaram,Bondapalle,GURRALAPALEM,Karanam
Vizianagaram,Bondapalle,GURRALAPALEM,Karrinagul
Vizianagaram,Bondapalle,GURRALAPALEM,Komati tank
Vizianagaram,Bondapalle,GURRALAPALEM,Kothabanda
Vizianagaram,Bondapalle,GURUDASUPURAM,BODDA CHER
Vizianagaram,Bondapalle,Guruguballi,KOTHA CHER
Vizianagaram,Bondapalle,Guruvaipalem,SURANNA BAnda
Vizianagaram,Bondapalle,Guruvaipalem,VURA CHERU
Vizianagaram,Bondapalle,Guruvaipalem,Krishnamma
Vizianagaram,Bondapalle,Guruvaipalem,Narasajogu
Vizianagaram,Bondapalle,Guruvaipalem,pata tank
Vizianagaram,Bondapalle,Guruvaipalem,Bapiraju
Vizianagaram,Bondapalle,Guruvaipalem,Bandi tank
Vizianagaram,Bondapalle,Guruvaipalem,Dasarivani
Vizianagaram,Bondapalle,GURUVUNAIDUPETA,Boddu Appaya tank
Vizianagaram,Bondapalle,Gutchmi,KASITANK
Vizianagaram,Bondapalle,Gutchmi,KOTHATANK
Vizianagaram,Bondapalle,Guthenadeevi,CHALLAPUVANI TANK
Vizianagaram,Bondapalle,Guthenadeevi,SITAMMATAN
Vizianagaram,Bondapalle,Guthenadeevi,VENKATASAG
Vizianagaram,Bondapalle,H.m.gudem,VOOTAKONER
Vizianagaram,Bondapalle,Hamsaladeevi,VEDULATANK
Vizianagaram,Bondapalle,HAMSARALI,BOGIVANITA
Vizianagaram,Bondapalle,HAMSARALI,Mamidi
Vizianagaram,Dattirajeru,HANUMANTHUPURAM,Kamsali banda
Vizianagaram,Dattirajeru,HANUMANTHUPURAM,Laxmi sagaram
Vizianagaram,Dattirajeru,HANUMANTHUPURAM,Chowdarila tank
Vizianagaram,Dattirajeru,HANUMANTHUPURAM,Turakala tank
Vizianagaram,Dattirajeru,Harasabada,Voora tank
Vizianagaram,Dattirajeru,Haridwaram,Cheviti banda
Vizianagaram,Dattirajeru,Haridwaram,Chakradara vani tank
Vizianagaram,Dattirajeru,Harsabada,Rajugari tank
Vizianagaram,Dattirajeru,hikkimvalasa,Ravavani tank
Vizianagaram,Dattirajeru,Hiramandalam,Cheri tank
Vizianagaram,Dattirajeru,Hiramandalam,Panchadara tank
Vizianagaram,Dattirajeru,Hiramandalam,Tenala tank
Vizianagaram,Dattirajeru,Hiramandalam,Yeguva mangala tank
Vizianagaram,Dattirajeru,Hiramandalam,Deguva mangala tank
Vizianagaram,Dattirajeru,Hiramandalam,Kamsali tank
Vizianagaram,Dattirajeru,Hussenpuram,Chukka vani tank
Vizianagaram,Dattirajeru,I.Polavaram,Chakali  tank
Vizianagaram,Dattirajeru,I.Polavaram,Deguva appanna tank
Vizianagaram,Dattirajeru,I.Polavaram,Kotha tank
Vizianagaram,Dattirajeru,I.Polavaram,NOOKAMMA TANK
