270,13,5199,Kondapuram,2019-10-18 09:08:00.855248,2019-10-18 09:08:00.855248
271,7,5122,Korisapadu,2019-10-18 09:08:00.871136,2019-10-18 09:08:00.871136
272,3,4905,Korukonda,2019-10-18 09:08:00.885776,2019-10-18 09:08:00.885776
273,6,5251,Kosigi,2019-10-18 09:08:00.898571,2019-10-18 09:08:00.898571
274,8,5191,Kota,2019-10-18 09:08:00.916759,2019-10-18 09:08:00.916759
275,9,4791,Kotabommali,2019-10-18 09:08:00.92795,2019-10-18 09:08:00.92795
276,3,4889,Kotananduru,2019-10-18 09:08:00.94376,2019-10-18 09:08:00.94376
277,10,4874,Kotauratla,2019-10-18 09:08:00.954024,2019-10-18 09:08:00.954024
278,7,5140,Kotha patnam,2019-10-18 09:08:00.964393,2019-10-18 09:08:00.964393
279,1,5346,Kothacheruvu,2019-10-18 09:08:00.974905,2019-10-18 09:08:00.974905
280,3,4912,Kothapalle,2019-10-18 09:08:00.986479,2019-10-18 09:08:00.986479
281,6,5263,Kothapalle,2019-10-18 09:08:00.99734,2019-10-18 09:08:00.99734
282,3,4927,Kothapeta,2019-10-18 09:08:01.008166,2019-10-18 09:08:01.008166
283,11,4834,Kothavalasa,2019-10-18 09:08:01.019018,2019-10-18 09:08:01.019018
284,9,4772,Kothuru,2019-10-18 09:08:01.041661,2019-10-18 09:08:01.041661
285,8,5178,Kovur,2019-10-18 09:08:01.07681,2019-10-18 09:08:01.07681
286,12,4958,Kovvur,2019-10-18 09:08:01.116661,2019-10-18 09:08:01.116661
287,6,5252,Kowthalam,2019-10-18 09:08:01.1282,2019-10-18 09:08:01.1282
288,12,4952,Koyyalagudem,2019-10-18 09:08:01.146034,2019-10-18 09:08:01.146034
289,10,4851,Koyyuru,2019-10-18 09:08:01.162847,2019-10-18 09:08:01.162847
290,6,5277,Krishnagiri,2019-10-18 09:08:01.176023,2019-10-18 09:08:01.176023
291,4,5051,Krosuru,2019-10-18 09:08:01.18995,2019-10-18 09:08:01.18995
292,5,5018,Kruthivennu,2019-10-18 09:08:01.208973,2019-10-18 09:08:01.208973
293,1,5323,Kudair,2019-10-18 09:08:01.222252,2019-10-18 09:08:01.222252
294,12,4735,Kukunoor,2019-10-18 09:08:01.240884,2019-10-18 09:08:01.240884
295,3,4731,Kunavaram,2019-10-18 09:08:01.254055,2019-10-18 09:08:01.254055
296,1,5333,Kundurpi,2019-10-18 09:08:01.266292,2019-10-18 09:08:01.266292
297,2,5427,Kuppam,2019-10-18 09:08:01.277178,2019-10-18 09:08:01.277178
298,2,5389,Kurabalakota,2019-10-18 09:08:01.291929,2019-10-18 09:08:01.291929
299,7,5103,Kurichedu,2019-10-18 09:08:01.304718,2019-10-18 09:08:01.304718
